ano,periodo,Centro,Faculdade/ Escola,curso,nivel,QTD-ingressante
2001,1,,,Ciências Biológicas (Biofísica),Doutorado,16
2001,1,,,Ciências Biológicas (Biofísica),Mestrado,12
2001,1,,,Ciências Biológicas (Botânica),Mestrado,9
2001,1,,,Ciências Biológicas (Fisiologia),Doutorado,5
2001,1,,,Ciências Biológicas (Fisiologia),Mestrado,11
2001,1,,,Ciências Biológicas (Genética),Doutorado,7
2001,1,,,Ciências Biológicas (Genética),Mestrado,3
2001,1,,,Ciências Biológicas (Zoologia),Doutorado,8
2001,1,,,Ciências Biológicas (Zoologia),Mestrado,15
1977,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,58
1977,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,6
1978,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,60
1978,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,6
1979,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,61
1979,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,8
2001,1,,,Ciências Contábeis,Mestrado,11
1980,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,70
2001,1,,,Ciências Farmacêuticas,Mestrado,11
2001,1,,,Ciências Morfológicas,Doutorado,9
2001,1,,,Ciências Morfológicas,Mestrado,27
1980,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,3
2001,1,,,Clínica Médica,Doutorado,6
2001,1,,,Clínica Médica,Mestrado,7
1981,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,67
1981,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,8
2001,1,,,Comunicação,Doutorado,20
2001,1,,,Comunicação,Mestrado,80
1982,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,79
1982,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,13
1983,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,78
1984,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,77
1985,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,64
1986,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,77
1987,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,65
2001,1,,,Ecologia,Doutorado,9
2001,1,,,Ecologia,Mestrado,11
2001,1,,,Economia da Indústria e da Tecnologia,Doutorado,11
2001,1,,,Economia da Indústria e da Tecnologia,Mestrado,19
2001,1,,,Educação,Doutorado,12
2001,1,,,Educação,Mestrado,23
1987,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,14
2001,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Doutorado,12
2001,1,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Mestrado,14
1988,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,45
1989,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,42
2001,1,,,Engenharia Biomédica,Mestrado,14
2001,1,,,Engenharia Civil,Doutorado,26
1990,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,76
2001,1,,,Engenharia Civil,Mestrado,90
1991,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,87
2001,1,,,Engenharia de Produção,Doutorado,35
1992,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,104
2001,1,,,Engenharia de Produção,Mestrado,76
2001,1,,,Engenharia de Sistemas e Computação,Doutorado,16
2001,1,,,Engenharia de Sistemas e Computação,Mestrado,71
2001,1,,,Engenharia de Transportes,Doutorado,1
2001,1,,,Engenharia de Transportes,Mestrado,40
2001,1,,,Engenharia Elétrica,Doutorado,11
2001,1,,,Engenharia Elétrica,Mestrado,40
1992,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,10
1993,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,46
1993,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,54
2001,1,,,Engenharia Mecânica,Doutorado,8
1994,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,46
2001,1,,,Engenharia Mecânica,Mestrado,27
1994,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,29
2001,1,,,Engenharia Metalúrgica e de Materiais,Doutorado,7
2001,1,,,Engenharia Metalúrgica e de Materiais,Mestrado,38
1995,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,45
2001,1,,,Engenharia Nuclear,Doutorado,5
2001,1,,,Engenharia Nuclear,Mestrado,18
2001,1,,,Engenharia Oceânica,Doutorado,3
2001,1,,,Engenharia Oceânica,Mestrado,40
2001,1,,,Engenharia Química,Doutorado,6
1995,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,17
2001,1,,,Engenharia Química,Mestrado,18
1996,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,58
1996,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,48
2001,1,,,Estatística,Doutorado,1
1997,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,55
2001,1,,,Estatística,Mestrado,12
1997,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,58
1998,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,55
1998,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,48
1999,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,53
2001,1,,,Farmacia Hospitalar,Mestrado,2
2001,1,,,Filosofia,Doutorado,10
1999,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,58
2001,1,,,Filosofia,Mestrado,20
2001,1,,,Física,Doutorado,2
2000,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,54
2001,1,,,Fisica,Mestrado,2
2001,1,,,Fisico-Quimica              ,Doutorado,2
2001,1,,,Fisico-Quimica           ,Mestrado,1
2000,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,48
2001,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,59
2001,1,,,Geografia,Doutorado,23
2001,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,50
2001,1,,,Geografia,Mestrado,21
2001,1,,,Geologia,Doutorado,9
2002,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,51
2001,1,,,Geologia,Mestrado,22
2001,1,,,Gestão e Gerenciamento de Projetos,Especialização,1
2002,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,49
2001,1,,,Historia,Doutorado,14
2003,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,58
2001,1,,,História,Mestrado,15
2001,1,,,História das Ciênc e das Técn e Epistemologia,Mestrado,9
2001,1,,,Informatica ,Doutorado,6
2001,1,,,Informática,Mestrado,46
2001,1,,,Interdisciplinar de Lingüística Aplicada,Mestrado,20
2001,1,,,Letras (Ciência da Literatura),Doutorado,12
2001,1,,,Letras (Ciência da Literatura),Mestrado,13
2001,1,,,Letras (Letras Clássicas),Mestrado,1
2001,1,,,Letras (Letras Vernáculas),Doutorado,6
2001,1,,,Letras (Letras Vernáculas),Mestrado,24
2001,1,,,Letras (Lingüística e Filologia),Mestrado,9
2001,1,,,Letras - Linguística e Filologia (Doutorado),Doutorado,7
2001,1,,,Letras Neolatinas,Mestrado,12
2003,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,59
2004,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,61
2004,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,41
2005,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,80
2005,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,60
2006,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,64
2006,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,61
2007,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,65
2007,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,61
2008,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,53
2001,1,,,Matemática,Doutorado,6
2008,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,64
2001,1,,,Matemática,Mestrado,5
2001,1,,,Matemática Aplicada,Mestrado,2
2009,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,1
2001,1,,,Medicina (Cardiologia),Doutorado,9
2001,1,,,Medicina (Cardiologia),Mestrado,6
2001,1,,,Medicina (Doenças Infecciosas e Parasitárias),Doutorado,1
2001,1,,,Medicina (Doenças Infecciosas e Parasitárias),Mestrado,5
2001,1,,,Medicina (Endocrinologia),Doutorado,5
2001,1,,,Medicina (Endocrinologia),Mestrado,7
2001,1,,,Medicina (Radiologia),Doutorado,4
2001,1,,,Medicina (Radiologia),Mestrado,10
2001,1,,,Medicina - Cirurgia Geral ,Doutorado,7
2001,1,,,Medicina - Cirurgia Geral ,Mestrado,20
2001,1,,,Medicina - Dermatologia ,Mestrado,7
2001,1,,,Medicina - Gastroenterologia,Mestrado,7
2001,1,,,Medicina-Ortopedia e Traumatologia ,Mestrado,8
2009,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,23
2010,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,25
2010,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,9
2011,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,10
2011,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,9
2012,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,29
2012,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,10
2013,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,27
2013,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,12
2014,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,2
2014,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,6
2015,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,6
2001,1,,,Nefrologia         ,Mestrado,3
2015,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,1
2001,1,,,Odontologia,Doutorado,17
2016,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,3
2001,1,,,Odontologia (Odontopediatria),Mestrado,6
2001,1,,,Odontologia (Ortodontia),Mestrado,8
2001,1,,,Odontologia (Periodontia),Mestrado,5
2001,1,,,Oftalmologia                 ,Doutorado,1
2001,1,,,Oftalmologia,Mestrado,10
2001,1,,,Otorrinolaringologia         ,Mestrado,6
2017,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,3
2018,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,5
2019,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,3
2019,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia,Graduação,8
2009,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,69
2009,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,41
2001,1,,,Planejamento Energético,Doutorado,14
2001,1,,,Planejamento Energético,Mestrado,24
2001,1,,,Planejamento Urbano e Regional,Doutorado,15
2001,1,,,Planejamento Urbano e Regional,Mestrado,14
2001,1,,,Processamento de Plásticos e Borrachas,Especialização,2
2001,1,,,Psicologia,Doutorado,6
2001,1,,,Psicossociologia de Comunidades e Ecol Social,Doutorado,7
2001,1,,,Psicossociologia de Comunidades e Ecol Social,Mestrado,17
2010,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,42
2001,1,,,Química Biológica,Doutorado,14
2001,1,,,Química Biológica,Mestrado,16
2001,1,,,Química de Produtos Naturais,Doutorado,6
2001,1,,,Química de Produtos Naturais,Mestrado,4
2010,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,44
2001,1,,,Química Inorgânica ,Doutorado,2
2001,1,,,QuÍmica Inorgânica             ,Mestrado,4
2001,1,,,Química Orgânica ,Doutorado,5
2001,1,,,Química Orgânica    ,Mestrado,10
2001,1,,,Saúde Coletiva,Mestrado,23
2001,1,,,Serviço Social,Doutorado,19
2011,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,18
2001,1,,,Serviço Social,Mestrado,15
2001,1,,,Sociologia e Antropologia,Doutorado,14
2001,1,,,Sociologia e Antropologia,Mestrado,16
2001,1,,,Tecnologia de Processos Químic e Bioquímicos,Doutorado,17
2001,1,,,Tecnologia de Processos Químic e Bioquímicos,Mestrado,30
2001,1,,,Tecnologia Educacional nas Ciências da Saúde,Mestrado,21
2001,1,,,Teoria Psicanalítica,Doutorado,5
2001,1,,,Teoria Psicanalítica,Mestrado,10
2001,1,,,Urbanismo,Mestrado,12
2011,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,19
2001,2,,,Antropologia Social,Doutorado,1
2014,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,40
2014,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,41
2015,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,20
2015,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,62
2001,2,,,Artes Visuais,Mestrado,5
2016,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,40
2016,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,38
2017,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,39
2017,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,47
2018,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,40
2018,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,42
2019,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,41
2019,2,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,39
2020,1,Centro de Filosofia e Ciências Humanas (CFCH),Instituto de Filosofia e Ciências Sociais (Ifcs),Filosofia (Básico),Graduação,39
1960,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,3
1965,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
2001,2,,,Ciênc. Biol.- Farm. e Terap. Exp.,Doutorado,1
2001,2,,,Ciênc. Biol.- Farm. e Terap. Exp. ,Mestrado,1
2001,2,,,Ciência de Alimentos,Doutorado,2
2001,2,,,Ciência de Alimentos,Mestrado,5
2001,2,,,Ciência e Tecnologia de Polímeros,Doutorado,8
2001,2,,,Ciência e Tecnologia de Polímeros,Mestrado,10
2001,2,,,Ciências (Microbiologia),Doutorado,13
1966,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1967,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,7
2001,2,,,Ciências Biológicas (Biofísica),Doutorado,11
2001,2,,,Ciências Biológicas (Biofísica),Mestrado,9
2001,2,,,Ciências Biológicas (Botânica),Mestrado,4
2001,2,,,Ciências Biológicas (Fisiologia),Doutorado,4
2001,2,,,Ciências Biológicas (Fisiologia),Mestrado,3
2001,2,,,Ciências Biológicas (Genética),Doutorado,5
2001,2,,,Ciências Biológicas (Genética),Mestrado,5
2001,2,,,Ciências Biológicas (Zoologia),Doutorado,8
2001,2,,,Ciências Biológicas (Zoologia),Mestrado,17
1968,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,8
1969,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,50
1969,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,51
1970,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,57
1970,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,6
2001,2,,,Ciências Morfológicas,Doutorado,3
1971,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,79
2001,2,,,Clínica Médica,Doutorado,4
2001,2,,,Clínica Médica,Mestrado,7
1971,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1972,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,99
2001,2,,,Comunicação,Mestrado,1
1972,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
1973,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,95
1973,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1974,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,104
1975,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,96
1975,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
1976,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,101
1976,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,5
2001,2,,,Economia da Indústria e da Tecnologia,Mestrado,1
1977,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,103
2001,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Doutorado,1
2001,2,Centro de Ciências da Saúde (CCS),Escola de Enfermagem Anna Nery ,Enfermagem,Mestrado,21
1977,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
1978,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,96
2001,2,,,Engenharia Biomédica,Doutorado,2
2001,2,,,Engenharia Biomédica,Mestrado,2
2001,2,,,Engenharia Civil,Doutorado,9
1978,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
1979,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,97
2001,2,,,Engenharia de Produção,Doutorado,13
1979,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,3
2001,2,,,Engenharia de Produção,Mestrado,1
2001,2,,,Engenharia de Sistemas e Computação,Doutorado,4
2001,2,,,Engenharia de Transportes,Doutorado,4
2001,2,,,Engenharia Elétrica,Doutorado,6
1980,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,91
1980,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2001,2,,,Engenharia Mecânica,Doutorado,6
1981,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,82
2001,2,,,Engenharia Mecânica,Mestrado,2
2001,2,,,Engenharia Metalúrgica e de Materiais,Doutorado,7
2001,2,,,Engenharia Metalúrgica e de Materiais,Mestrado,6
1981,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,4
2001,2,,,Engenharia Nuclear,Doutorado,2
2001,2,,,Engenharia Oceânica,Doutorado,2
2001,2,,,Engenharia Oceânica,Mestrado,1
2001,2,,,Engenharia Química,Doutorado,3
1982,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,87
1982,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,5
1983,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,98
1983,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1984,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,95
1984,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,3
2001,2,,,Filosofia,Doutorado,1
1985,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,100
2001,2,,,Física,Doutorado,3
1986,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,102
2001,2,,,Fisica,Mestrado,4
1986,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
2001,2,,,Fisico-Quimica              ,Doutorado,1
2001,2,,,Fisico-Quimica           ,Mestrado,4
1987,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,104
1987,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,1
1988,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,33
2001,2,,,Geologia,Doutorado,1
1988,2,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,2
1989,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,91
2001,2,,,Historia,Doutorado,1
1990,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,100
2001,2,,,História,Mestrado,11
2001,2,,,Informatica ,Doutorado,1
2001,2,,,Informática,Mestrado,2
2001,2,,,Letras (Ciência da Literatura),Doutorado,3
2001,2,,,Letras (Ciência da Literatura),Mestrado,12
2001,2,,,Letras (Letras Clássicas),Doutorado,1
2001,2,,,Letras (Letras Clássicas),Mestrado,4
2001,2,,,Letras (Letras Vernáculas),Doutorado,2
2001,2,,,Letras (Lingüística e Filologia),Mestrado,4
2001,2,,,Letras - Linguística e Filologia (Doutorado),Doutorado,4
2001,2,,,Letras Neolatinas,Doutorado,1
2001,2,,,Letras Neolatinas,Mestrado,2
1991,1,Centro de Ciências Matemáticas e da Natureza (CCMN),Instituto de Física (IF),Física,Graduação,98
